Locus type 	JGI3.1 	MpTak1_v5.1 	MpTak1_v5.1r2 	MpTak_v6.1 	MpTak_v6.1r2 	MpTak_v7.1 	Status
mRNA 	Mapoly0015s0162 	Mp2g08770 	Mp2g08770 	Mp2g08770 	Mp2g08770 	Mp2g08770 	
mRNA 	Mapoly0015s0163 	Mp2g08780 	- 	- 	- 	- 	
mRNA 	Mapoly0015s0164 	Mp2g08790 	Mp2g08790 	Mp2g08790 	Mp2g08790 	Mp2g08790 	
mRNA 	Mapoly0015s0165 	Mp2g08800 	Mp2g08800 	Mp2g08800 	Mp2g08800 	Mp2g08800 	
mRNA 	Mapoly0015s0166 	Mp2g08810 	- 	- 	- 	- 	
mRNA 	Mapoly0015s0167 	Mp2g08820 	Mp2g08820 	Mp2g08820 	Mp2g08820 	Mp2g08820 	
mRNA 	Mapoly0015s0168 	Mp2g08830 	Mp2g08830 	Mp2g08830 	Mp2g08830 	Mp2g08830 	
mRNA 	Mapoly0015s0169 	Mp2g08840 	Mp2g08840 	Mp2g08840 	Mp2g08840 	Mp2g08840 	
mRNA 	Mapoly0015s0170 	Mp2g08850 	Mp2g08850 	Mp2g08850 	Mp2g08850 	Mp2g08850 	
mRNA 	Mapoly0015s0171 	Mp2g08860 	- 	- 	- 	- 	
mRNA 	- 	Mp2g08870 	Mp2g08870 	Mp2g08870 	Mp2g08870 	Mp2g08870 	
mRNA 	Mapoly0015s0172 	Mp2g08880 	Mp2g08880 	Mp2g08880 	Mp2g08880 	Mp2g08880 	
mRNA 	Mapoly0015s0173 	Mp2g08890 	Mp2g08890 	Mp2g08890 	Mp2g08890 	Mp2g08890 	
mRNA 	Mapoly0015s0174 	Mp2g08900 	Mp2g08900 	Mp2g08900 	Mp2g08900 	Mp2g08900 	
mRNA 	Mapoly0015s0175 	Mp2g08910 	Mp2g08910 	Mp2g08910 	Mp2g08910 	Mp2g08910 	
mRNA 	Mapoly0015s0176 	Mp2g08920 	Mp2g08920 	Mp2g08920 	Mp2g08920 	Mp2g08920 	
mRNA 	Mapoly0015s0177 	Mp2g08930 	Mp2g08930 	Mp2g08930 	Mp2g08930 	Mp2g08930 	
mRNA 	Mapoly0015s0178 	Mp2g08940 	Mp2g08940 	Mp2g08940 	Mp2g08940 	Mp2g08940 	
mRNA 	Mapoly0015s0179 	Mp2g08950 	Mp2g08950 	Mp2g08950 	Mp2g08950 	Mp2g08950 	
mRNA 	Mapoly0015s0180 	Mp2g08960 	Mp2g08960 	Mp2g08960 	Mp2g08960 	Mp2g08960 	
mRNA 	Mapoly0015s0181 	Mp2g08970 	Mp2g08970 	Mp2g08970 	Mp2g08970 	Mp2g08970 	
mRNA 	Mapoly0015s0182 	Mp2g08980 	Mp2g08980 	Mp2g08980 	Mp2g08980 	Mp2g08980 	
mRNA 	Mapoly0015s0183 	Mp2g08990 	Mp2g08990 	Mp2g08990 	Mp2g08990 	Mp2g08990 	
mRNA 	Mapoly0015s0184 	Mp2g09000 	Mp2g09000 	Mp2g09000 	Mp2g09000 	Mp2g09000 	
mRNA 	Mapoly0015s0186 	Mp2g09010 	Mp2g09010 	Mp2g09010 	Mp2g09010 	Mp2g09010 	
mRNA 	Mapoly0015s0187 	Mp2g09020 	Mp2g09020 	Mp2g09020 	Mp2g09020 	Mp2g09020 	
mRNA 	Mapoly0015s0185 	Mp2g09030 	Mp2g09030 	Mp2g09030 	Mp2g09030 	Mp2g09030 	
mRNA 	Mapoly0015s0188 	Mp2g09040 	Mp2g09040 	Mp2g09040 	Mp2g09040 	Mp2g09040 	
mRNA 	Mapoly0015s0189 	Mp2g09050 	Mp2g09050 	Mp2g09050 	Mp2g09050 	Mp2g09050 	
mRNA 	Mapoly0015s0190 	Mp2g09060 	Mp2g09060 	Mp2g09060 	Mp2g09060 	Mp2g09060 	
mRNA 	Mapoly0015s0191 	Mp2g09070 	Mp2g09070 	Mp2g09070 	Mp2g09070 	Mp2g09070 	
mRNA 	Mapoly0015s0192 	Mp2g09080 	Mp2g09080 	Mp2g09080 	Mp2g09080 	Mp2g09080 	
mRNA 	Mapoly0085s0063 	Mp2g09090 	Mp2g09090 	Mp2g09090 	Mp2g09090 	Mp3g09635 	reassigned from Mp2g09090 to Mp3g09635 as of v7.1
mRNA 	Mapoly0015s0193 	Mp2g09100 	Mp2g09100 	Mp2g09100 	Mp2g09100 	Mp2g09100 	
mRNA 	Mapoly0015s0194 	Mp2g09110 	Mp2g09110 	Mp2g09110 	Mp2g09110 	Mp2g09110 	
mRNA 	Mapoly0015s0195 	Mp2g09120 	Mp2g09120 	Mp2g09120 	Mp2g09120 	Mp2g09120 	
mRNA 	Mapoly0015s0196 	Mp2g09130 	Mp2g09130 	Mp2g09130 	Mp2g09130 	Mp2g09130 	
mRNA 	Mapoly0015s0197 	Mp2g09140 	Mp2g09140 	Mp2g09140 	Mp2g09140 	Mp2g09140 	
mRNA 	Mapoly0015s0198 	Mp2g09150 	Mp2g09150 	Mp2g09150 	Mp2g09150 	Mp2g09150 	
mRNA 	Mapoly0015s0199 	Mp2g09160 	Mp2g09160 	Mp2g09160 	Mp2g09160 	Mp2g09160 	
mRNA 	Mapoly0015s0200 	Mp2g09170 	Mp2g09170 	Mp2g09170 	Mp2g09170 	Mp2g09170 	
mRNA 	Mapoly0015s0201 	Mp2g09180 	Mp2g09180 	Mp2g09180 	Mp2g09180 	Mp2g09180 	
mRNA 	Mapoly0015s0202 	Mp2g09190 	Mp2g09190 	Mp2g09190 	Mp2g09190 	Mp2g09190 	
mRNA 	Mapoly0015s0203 	Mp2g09200 	Mp2g09200 	Mp2g09200 	Mp2g09200 	Mp2g09200 	
mRNA 	Mapoly0015s0204 	Mp2g09210 	Mp2g09210 	Mp2g09210 	Mp2g09210 	Mp2g09210 	
mRNA 	Mapoly0015s0205 	Mp2g09220 	Mp2g09220 	Mp2g09220 	Mp2g09220 	Mp2g09220 	
mRNA 	Mapoly0015s0206 	Mp2g09230 	Mp2g09230 	Mp2g09230 	Mp2g09230 	Mp2g09230 	
mRNA 	Mapoly0015s0207 	Mp2g09240 	- 	- 	- 	- 	
mRNA 	Mapoly0015s0208 	Mp2g09250 	Mp2g09250 	Mp2g09250 	Mp2g09250 	Mp2g09250 	
mRNA 	Mapoly3514s0001 	Mp2g09260 	- 	- 	- 	Mp2g09260 	revived as of v7.1
mRNA 	- 	Mp2g09270 	Mp2g09270 	Mp2g09270 	Mp2g09270 	Mp2g09270 	
mRNA 	Mapoly0015s0210 	Mp2g09280 	Mp2g09280 	Mp2g09280 	Mp2g09280 	Mp2g09280 	
mRNA 	Mapoly0015s0209 	Mp2g09290 	Mp2g09290 	Mp2g09290 	Mp2g09290 	Mp2g09290 	
mRNA 	Mapoly0158s0001 	Mp2g09300 	Mp2g09300 	Mp2g09300 	Mp2g09300 	Mp2g09300 	
mRNA 	Mapoly0158s0002 	Mp2g09310 	Mp2g09310 	Mp2g09310 	Mp2g09310 	Mp2g09310 	
mRNA 	Mapoly0158s0003 	Mp2g09320 	Mp2g09320 	Mp2g09320 	Mp2g09320 	Mp2g09320 	
mRNA 	Mapoly0158s0004 	Mp2g09330 	Mp2g09330 	Mp2g09330 	Mp2g09330 	Mp2g09330 	
mRNA 	Mapoly0158s0005 	Mp2g09340 	Mp2g09340 	Mp2g09340 	Mp2g09340 	Mp2g09340 	
mRNA 	Mapoly0158s0006 	Mp2g09350 	Mp2g09350 	Mp2g09350 	Mp2g09350 	Mp2g09350 	
mRNA 	Mapoly0158s0007 	Mp2g09360 	Mp2g09360 	Mp2g09360 	Mp2g09360 	Mp2g09360 	
mRNA 	Mapoly0158s0008 	Mp2g09370 	Mp2g09370 	Mp2g09370 	Mp2g09370 	Mp2g09370 	
mRNA 	Mapoly0158s0009 	Mp2g09380 	Mp2g09380 	Mp2g09380 	Mp2g09380 	Mp2g09380 	
mRNA 	Mapoly0158s0010 	Mp2g09390 	Mp2g09390 	Mp2g09390 	Mp2g09390 	Mp2g09390 	
mRNA 	Mapoly0158s0011 	Mp2g09400 	Mp2g09400 	Mp2g09400 	Mp2g09400 	Mp2g09400 	
mRNA 	Mapoly0158s0012 	Mp2g09410 	Mp2g09410 	Mp2g09410 	Mp2g09410 	Mp2g09410 	
mRNA 	Mapoly0158s0013 	Mp2g09420 	Mp2g09420 	Mp2g09420 	Mp2g09420 	Mp2g09420 	
mRNA 	Mapoly0158s0014 	Mp2g09430 	- 	- 	- 	- 	
mRNA 	Mapoly0158s0015 	Mp2g09440 	Mp2g09440 	Mp2g09440 	Mp2g09440 	Mp2g09440 	
mRNA 	Mapoly0158s0016 	Mp2g09450 	Mp2g09450 	Mp2g09450 	Mp2g09450 	Mp2g09450 	
mRNA 	Mapoly0158s0017 	Mp2g09460 	Mp2g09460 	Mp2g09460 	Mp2g09460 	Mp2g09460 	
mRNA 	Mapoly0158s0018 	Mp2g09470 	Mp2g09470 	Mp2g09470 	Mp2g09470 	Mp2g09470 	
mRNA 	Mapoly0158s0019 	Mp2g09480 	Mp2g09480 	Mp2g09480 	Mp2g09480 	Mp2g09480 	
mRNA 	Mapoly0158s0020 	Mp2g09490 	Mp2g09490 	Mp2g09490 	Mp2g09490 	Mp2g09490 	
mRNA 	Mapoly0158s0021 	Mp2g09500 	- 	- 	- 	- 	
mRNA 	Mapoly0158s0022 	Mp2g09510 	Mp2g09510 	Mp2g09510 	Mp2g09510 	Mp2g09510 	
mRNA 	Mapoly0158s0023 	Mp2g09520 	Mp2g09520 	Mp2g09520 	Mp2g09520 	Mp2g09520 	
mRNA 	Mapoly0158s0024 	Mp2g09530 	Mp2g09530 	Mp2g09530 	Mp2g09530 	Mp2g09530 	
mRNA 	Mapoly0158s0025 	Mp2g09540 	Mp2g09540 	Mp2g09540 	Mp2g09540 	Mp2g09540 	
mRNA 	Mapoly0158s0026 	Mp2g09550 	Mp2g09550 	Mp2g09550 	Mp2g09550 	Mp2g09550 	
mRNA 	Mapoly0158s0027 	Mp2g09560 	Mp2g09560 	Mp2g09560 	Mp2g09560 	Mp2g09560 	
mRNA 	Mapoly0158s0028 	Mp2g09570 	Mp2g09570 	Mp2g09570 	Mp2g09570 	Mp2g09570 	
mRNA 	Mapoly0158s0029 	Mp2g09580 	Mp2g09580 	Mp2g09580 	Mp2g09580 	Mp2g09580 	
mRNA 	Mapoly0158s0030 	Mp2g09590 	Mp2g09590 	Mp2g09590 	Mp2g09590 	Mp2g09590 	
mRNA 	Mapoly0158s0031 	Mp2g09600 	Mp2g09600 	Mp2g09600 	Mp2g09600 	Mp2g09600 	
mRNA 	Mapoly0158s0032 	Mp2g09610 	Mp2g09610 	Mp2g09610 	Mp2g09610 	Mp2g09610 	
mRNA 	Mapoly0158s0033 	Mp2g09620 	Mp2g09620 	Mp2g09620 	Mp2g09620 	Mp2g09620 	
mRNA 	Mapoly0158s0034 	Mp2g09630 	Mp2g09630 	Mp2g09630 	Mp2g09630 	Mp2g09630 	
mRNA 	Mapoly0158s0035 	Mp2g09640 	Mp2g09640 	Mp2g09640 	Mp2g09640 	Mp2g09640 	
mRNA 	- 	Mp2g09650 	Mp2g09650 	Mp2g09650 	Mp2g09650 	Mp2g09650 	
mRNA 	Mapoly0158s0036 	Mp2g09660 	Mp2g09660 	Mp2g09660 	Mp2g09660 	Mp2g09660 	
mRNA 	Mapoly0158s0037 	Mp2g09670 	Mp2g09670 	Mp2g09670 	Mp2g09670 	Mp2g09670 	
mRNA 	Mapoly0158s0038 	Mp2g09680 	Mp2g09680 	Mp2g09680 	Mp2g09680 	Mp2g09680 	
mRNA 	Mapoly0158s0039 	Mp2g09690 	Mp2g09690 	Mp2g09690 	Mp2g09690 	Mp2g09690 	
mRNA 	Mapoly0158s0040 	Mp2g09700 	Mp2g09700 	Mp2g09700 	Mp2g09700 	Mp2g09700 	
mRNA 	Mapoly0158s0041 	Mp2g09710 	- 	- 	- 	- 	
mRNA 	Mapoly0158s0042 	Mp2g09720 	Mp2g09720 	Mp2g09720 	Mp2g09720 	Mp2g09720 	
mRNA 	Mapoly4004s0001 	Mp2g09730 	Mp2g09730 	Mp2g09730 	Mp2g09730 	Mp2g09730 	
mRNA 	Mapoly1733s0001 	Mpzg01440 	Mpzg01440 	Mpzg01440 	Mpzg01440 	Mp2g09737 	reassigned from Mpzg01440 to Mp2g09737 as of v7.1
mRNA 	Mapoly3198s0001 	Mp2g09740 	Mp2g09740 	Mp2g09740 	Mp2g09740 	Mp2g09740 	
mRNA 	Mapoly0129s0001 	Mp2g09750 	- 	- 	- 	- 	
mRNA 	Mapoly0129s0002 	Mp2g09760 	Mp2g09760 	Mp2g09760 	Mp2g09760 	Mp2g09760 	
mRNA 	Mapoly0129s0003 	Mp2g09770 	Mp2g09770 	Mp2g09770 	Mp2g09770 	Mp2g09770 	
mRNA 	Mapoly0129s0004 	Mp2g09780 	Mp2g09780 	Mp2g09780 	Mp2g09780 	Mp2g09780 	
mRNA 	Mapoly0129s0005 	Mp2g09790 	Mp2g09790 	Mp2g09790 	Mp2g09790 	Mp2g09790 	
mRNA 	Mapoly0129s0006 	Mp2g09800 	Mp2g09800 	Mp2g09800 	Mp2g09800 	Mp2g09800 	
mRNA 	Mapoly0129s0007 	Mp2g09810 	Mp2g09810 	Mp2g09810 	Mp2g09810 	Mp2g09810 	
mRNA 	Mapoly0129s0008 	Mp2g09820 	Mp2g09820 	Mp2g09820 	Mp2g09820 	Mp2g09820 	
mRNA 	Mapoly0129s0009 	Mp2g09830 	Mp2g09830 	Mp2g09830 	Mp2g09830 	Mp2g09830 	
mRNA 	Mapoly0129s0010 	Mp2g09840 	Mp2g09840 	Mp2g09840 	Mp2g09840 	Mp2g09840 	
mRNA 	Mapoly0129s0011 	Mp2g09850 	Mp2g09850 	Mp2g09850 	Mp2g09850 	Mp2g09850 	
mRNA 	Mapoly0129s0012 	Mp2g09860 	Mp2g09860 	Mp2g09860 	Mp2g09860 	Mp2g09860 	
mRNA 	Mapoly0129s0013 	Mp2g09870 	- 	- 	- 	- 	
mRNA 	Mapoly0129s0014 	Mp2g09880 	Mp2g09880 	Mp2g09880 	Mp2g09880 	Mp2g09880 	
mRNA 	Mapoly0129s0015 	Mp2g09890 	- 	- 	- 	- 	
mRNA 	Mapoly0129s0016 	Mp2g09900 	- 	- 	- 	- 	
mRNA 	Mapoly0129s0017 	Mp2g09910 	Mp2g09910 	Mp2g09910 	Mp2g09910 	Mp2g09910 	
mRNA 	Mapoly0129s0018 	Mp2g09920 	- 	- 	- 	- 	
mRNA 	Mapoly0129s0019 	Mp2g09930 	Mp2g09930 	Mp2g09930 	Mp2g09930 	Mp2g09930 	
mRNA 	Mapoly0129s0020 	Mp2g09940 	Mp2g09940 	Mp2g09940 	Mp2g09940 	Mp2g09940 	
mRNA 	Mapoly0129s0021 	Mp2g09950 	- 	- 	- 	- 	
mRNA 	Mapoly0129s0022 	Mp2g09960 	Mp2g09960 	Mp2g09960 	Mp2g09960 	Mp2g09960 	
mRNA 	- 	Mp2g09970 	Mp2g09970 	Mp2g09970 	Mp2g09970 	Mp2g09970 	
mRNA 	Mapoly0129s0023 	Mp2g09980 	Mp2g09980 	Mp2g09980 	- 	- 	deleted as of v6.1r2
mRNA 	Mapoly0129s0024 	Mp2g09990 	Mp2g09990 	Mp2g09990 	Mp2g09990 	Mp2g09990 	
mRNA 	Mapoly0129s0025 	Mp2g10000 	- 	- 	- 	- 	
mRNA 	Mapoly0129s0026 	Mp2g10010 	Mp2g10010 	Mp2g10010 	Mp2g10010 	Mp2g10010 	
mRNA 	Mapoly0129s0027 	Mp2g10020 	Mp2g10020 	Mp2g10020 	Mp2g10020 	Mp2g10020 	
mRNA 	Mapoly0129s0028 	Mp2g10030 	Mp2g10030 	Mp2g10030 	Mp2g10030 	Mp2g10030 	
mRNA 	Mapoly0129s0029 	Mp2g10040 	Mp2g10040 	Mp2g10040 	Mp2g10040 	Mp2g10040 	
mRNA 	Mapoly0129s0030 	Mp2g10050 	Mp2g10050 	Mp2g10050 	Mp2g10050 	Mp2g10050 	
mRNA 	Mapoly0129s0031 	Mp2g10060 	Mp2g10060 	Mp2g10060 	Mp2g10060 	Mp2g10060 	
mRNA 	Mapoly0129s0032 	Mp2g10070 	Mp2g10070 	Mp2g10070 	Mp2g10070 	Mp2g10070 	
mRNA 	Mapoly0129s0033 	Mp2g10080 	Mp2g10080 	Mp2g10080 	Mp2g10080 	Mp2g10080 	
mRNA 	- 	Mp2g10090 	Mp2g10090 	Mp2g10090 	Mp2g10090 	Mp2g10090 	
mRNA 	Mapoly0129s0034 	Mp2g10100 	Mp2g10100 	Mp2g10100 	Mp2g10100 	Mp2g10100 	
mRNA 	Mapoly0129s0035 	Mp2g10110 	Mp2g10110 	Mp2g10110 	Mp2g10110 	Mp2g10110 	
mRNA 	Mapoly0129s0036 	Mp2g10120 	Mp2g10120 	Mp2g10120 	Mp2g10120 	Mp2g10120 	
mRNA 	Mapoly0129s0037 	Mp2g10130 	Mp2g10130 	Mp2g10130 	Mp2g10130 	Mp2g10130 	
mRNA 	Mapoly0129s0038 	Mp2g10140 	Mp2g10140 	Mp2g10140 	Mp2g10140 	Mp2g10140 	
mRNA 	Mapoly0129s0039 	Mp2g10150 	Mp2g10150 	Mp2g10150 	Mp2g10150 	Mp2g10150 	
mRNA 	Mapoly0129s0040 	Mp2g10160 	Mp2g10160 	Mp2g10160 	Mp2g10160 	Mp2g10160 	
mRNA 	Mapoly0129s0041 	Mp2g10170 	Mp2g10170 	Mp2g10170 	Mp2g10170 	Mp2g10170 	
mRNA 	Mapoly0129s0042 	Mp2g10180 	Mp2g10180 	Mp2g10180 	Mp2g10180 	Mp2g10180 	
mRNA 	Mapoly0806s0001 	Mp2g10190 	Mp2g10190 	Mp2g10190 	Mp2g10190 	Mp2g10190 	
mRNA 	Mapoly0129s0043 	Mp2g10200 	Mp2g10200 	Mp2g10200 	Mp2g10200 	Mp2g10200 	
mRNA 	Mapoly0129s0044 	Mp2g10210 	Mp2g10210 	Mp2g10210 	Mp2g10210 	Mp2g10210 	
mRNA 	Mapoly0129s0045 	Mp2g10220 	Mp2g10220 	Mp2g10220 	Mp2g10220 	Mp2g10220 	
mRNA 	Mapoly0129s0046 	Mp2g10230 	Mp2g10230 	Mp2g10230 	Mp2g10230 	Mp2g10230 	
mRNA 	Mapoly0129s0047 	Mp2g10240 	Mp2g10240 	Mp2g10240 	Mp2g10240 	Mp2g10240 	
mRNA 	Mapoly0129s0048 	Mp2g10250 	Mp2g10250 	Mp2g10250 	Mp2g10250 	Mp2g10250 	
mRNA 	Mapoly0129s0050 	Mp2g10260 	Mp2g10260 	Mp2g10260 	Mp2g10260 	Mp2g10260 	
mRNA 	Mapoly0129s0051 	Mp2g10270 	Mp2g10270 	Mp2g10270 	Mp2g10270 	Mp2g10270 	
mRNA 	Mapoly0129s0052 	Mp2g10280 	Mp2g10280 	Mp2g10280 	Mp2g10280 	Mp2g10280 	
mRNA 	Mapoly0129s0053 	Mp2g10290 	Mp2g10290 	Mp2g10290 	Mp2g10290 	Mp2g10290 	
mRNA 	Mapoly0129s0054 	Mp2g10300 	Mp2g10300 	Mp2g10300 	Mp2g10300 	Mp2g10300 	
mRNA 	Mapoly0023s0001 	Mp2g10310 	Mp2g10310 	Mp2g10310 	Mp2g10310 	Mp2g10310 	
mRNA 	Mapoly0023s0002 	Mp2g10320 	Mp2g10320 	Mp2g10320 	Mp2g10320 	Mp2g10320 	
mRNA 	Mapoly0023s0003 	Mp2g10330 	Mp2g10330 	Mp2g10330 	Mp2g10330 	Mp2g10330 	
mRNA 	Mapoly0023s0004 	Mp2g10340 	Mp2g10340 	Mp2g10340 	Mp2g10340 	Mp2g10340 	
mRNA 	- 	Mp2g10350 	Mp2g10350 	Mp2g10350 	Mp2g10350 	Mp2g10350 	
mRNA 	Mapoly0023s0006 	Mp2g10360 	Mp2g10360 	Mp2g10360 	Mp2g10360 	Mp2g10360 	
mRNA 	Mapoly0023s0007 	Mp2g10370 	- 	- 	- 	- 	
mRNA 	Mapoly0023s0008 	Mp2g10380 	Mp2g10380 	Mp2g10380 	Mp2g10380 	Mp2g10380 	
mRNA 	- 	Mp2g10390 	Mp2g10390 	Mp2g10390 	Mp2g10390 	Mp2g10390 	
mRNA 	Mapoly0023s0009 	Mp2g10400 	Mp2g10400 	Mp2g10400 	Mp2g10400 	Mp2g10400 	
mRNA 	Mapoly0023s0010 	Mp2g10410 	Mp2g10410 	Mp2g10410 	Mp2g10410 	Mp2g10410 	
mRNA 	Mapoly0023s0011 	Mp2g10420 	Mp2g10420 	Mp2g10420 	Mp2g10420 	Mp2g10420 	
mRNA 	Mapoly0023s0012 	Mp2g10430 	Mp2g10430 	Mp2g10430 	Mp2g10430 	Mp2g10430 	
mRNA 	Mapoly0023s0013 	Mp2g10440 	Mp2g10440 	Mp2g10440 	Mp2g10440 	Mp2g10440 	
mRNA 	Mapoly0023s0014 	Mp2g10450 	Mp2g10450 	Mp2g10450 	Mp2g10450 	Mp2g10450 	
mRNA 	Mapoly0023s0015 	Mp2g10460 	Mp2g10460 	Mp2g10460 	Mp2g10460 	Mp2g10460 	
mRNA 	Mapoly0023s0016 	Mp2g10470 	Mp2g10470 	Mp2g10470 	Mp2g10470 	Mp2g10470 	
mRNA 	Mapoly0023s0017 	Mp2g10480 	Mp2g10480 	Mp2g10480 	Mp2g10480 	Mp2g10480 	
mRNA 	Mapoly0023s0018 	Mp2g10490 	Mp2g10490 	Mp2g10490 	Mp2g10490 	Mp2g10490 	
mRNA 	Mapoly0023s0019 	Mp2g10500 	Mp2g10500 	Mp2g10500 	Mp2g10500 	Mp2g10500 	
mRNA 	Mapoly0023s0020 	Mp2g10510 	Mp2g10510 	Mp2g10510 	Mp2g10510 	Mp2g10510 	
mRNA 	Mapoly0023s0021 	Mp2g10520 	Mp2g10520 	Mp2g10520 	Mp2g10520 	Mp2g10520 	
mRNA 	Mapoly0023s0022 	Mp2g10530 	Mp2g10530 	Mp2g10530 	Mp2g10530 	Mp2g10530 	
mRNA 	Mapoly0023s0023 	Mp2g10540 	Mp2g10540 	Mp2g10540 	Mp2g10540 	Mp2g10540 	
mRNA 	Mapoly0023s0024 	Mp2g10550 	Mp2g10550 	Mp2g10550 	Mp2g10550 	Mp2g10550 	
mRNA 	Mapoly0023s0025 	Mp2g10560 	Mp2g10560 	Mp2g10560 	Mp2g10560 	Mp2g10560 	
mRNA 	Mapoly0023s0026 	Mp2g10570 	Mp2g10570 	Mp2g10570 	Mp2g10570 	Mp2g10570 	
mRNA 	Mapoly0023s0027 	Mp2g10580 	Mp2g10580 	Mp2g10580 	Mp2g10580 	Mp2g10580 	
mRNA 	- 	Mp2g10590 	Mp2g10590 	Mp2g10590 	Mp2g10590 	Mp2g10590 	
mRNA 	Mapoly0023s0028 	Mp2g10600 	Mp2g10600 	Mp2g10600 	Mp2g10600 	Mp2g10600 	
mRNA 	Mapoly0023s0029 	Mp2g10610 	Mp2g10610 	Mp2g10610 	Mp2g10610 	Mp2g10610 	
mRNA 	Mapoly0023s0030 	Mp2g10620 	Mp2g10620 	Mp2g10620 	Mp2g10620 	Mp2g10620 	
mRNA 	Mapoly0023s0031 	Mp2g10630 	Mp2g10630 	Mp2g10630 	Mp2g10630 	Mp2g10630 	
mRNA 	Mapoly0023s0032 	Mp2g10640 	Mp2g10640 	Mp2g10640 	Mp2g10640 	Mp2g10640 	
mRNA 	Mapoly0023s0034 	Mp2g10650 	Mp2g10650 	Mp2g10650 	Mp2g10650 	Mp2g10650 	
mRNA 	Mapoly0023s0035 	Mp2g10660 	Mp2g10660 	Mp2g10660 	Mp2g10660 	Mp2g10660 	
mRNA 	- 	Mp2g10670 	Mp2g10670 	Mp2g10670 	Mp2g10670 	Mp2g10670 	
mRNA 	- 	Mp2g10680 	Mp2g10680 	Mp2g10680 	Mp2g10680 	Mp2g10680 	
mRNA 	Mapoly0023s0036 	Mp2g10690 	Mp2g10690 	Mp2g10690 	Mp2g10690 	Mp2g10690 	
mRNA 	Mapoly0023s0037 	Mp2g10700 	Mp2g10700 	Mp2g10700 	Mp2g10700 	Mp2g10700 	
mRNA 	Mapoly0023s0038 	Mp2g10710 	Mp2g10710 	Mp2g10710 	Mp2g10710 	Mp2g10710 	
mRNA 	Mapoly0023s0039 	Mp2g10720 	Mp2g10720 	Mp2g10720 	Mp2g10720 	Mp2g10720 	
mRNA 	Mapoly0023s0040 	Mp2g10730 	Mp2g10730 	Mp2g10730 	Mp2g10730 	Mp2g10730 	
mRNA 	Mapoly0023s0041 	Mp2g10740 	Mp2g10740 	Mp2g10740 	Mp2g10740 	Mp2g10740 	
mRNA 	Mapoly0023s0042 	Mp2g10750 	Mp2g10750 	Mp2g10750 	Mp2g10750 	Mp2g10750 	
mRNA 	Mapoly0023s0043 	Mp2g10760 	Mp2g10760 	Mp2g10760 	Mp2g10760 	Mp2g10760 	
mRNA 	Mapoly0023s0044 	Mp2g10770 	Mp2g10770 	Mp2g10770 	Mp2g10770 	Mp2g10770 	
mRNA 	Mapoly0023s0045 	Mp2g10780 	Mp2g10780 	Mp2g10780 	Mp2g10780 	Mp2g10780 	
mRNA 	Mapoly0023s0046 	Mp2g10790 	Mp2g10790 	Mp2g10790 	Mp2g10790 	Mp2g10790 	
mRNA 	Mapoly0023s0047 	Mp2g10800 	Mp2g10800 	Mp2g10800 	Mp2g10800 	Mp2g10800 	
mRNA 	Mapoly0023s0048 	Mp2g10810 	Mp2g10810 	Mp2g10810 	Mp2g10810 	Mp2g10810 	
mRNA 	Mapoly0023s0049 	Mp2g10820 	Mp2g10820 	Mp2g10820 	Mp2g10820 	Mp2g10820 	
mRNA 	Mapoly0023s0050 	Mp2g10830 	Mp2g10830 	Mp2g10830 	Mp2g10830 	Mp2g10830 	
mRNA 	Mapoly0023s0051 	Mp2g10840 	- 	- 	- 	- 	
mRNA 	- 	Mp2g10850 	Mp2g10850 	Mp2g10850 	Mp2g10850 	Mp2g10850 	
mRNA 	Mapoly0023s0052 	Mp2g10860 	Mp2g10860 	Mp2g10860 	Mp2g10860 	Mp2g10860 	
mRNA 	Mapoly0023s0053 	Mp2g10870 	Mp2g10870 	Mp2g10870 	Mp2g10870 	Mp2g10870 	
mRNA 	Mapoly0023s0054 	Mp2g10880 	Mp2g10880 	Mp2g10880 	Mp2g10880 	Mp2g10880 	
mRNA 	Mapoly0023s0055 	Mp2g10890 	Mp2g10890 	Mp2g10890 	Mp2g10890 	Mp2g10890 	
mRNA 	Mapoly0023s0056 	Mp2g10900 	Mp2g10900 	Mp2g10900 	Mp2g10900 	Mp2g10900 	
mRNA 	Mapoly0023s0057 	Mp2g10910 	Mp2g10910 	Mp2g10910 	Mp2g10910 	Mp2g10910 	
mRNA 	Mapoly0023s0058 	Mp2g10920 	Mp2g10920 	Mp2g10920 	Mp2g10920 	Mp2g10920 	
mRNA 	Mapoly0023s0059 	Mp2g10930 	Mp2g10930 	Mp2g10930 	Mp2g10930 	Mp2g10930 	
mRNA 	Mapoly0023s0060 	Mp2g10940 	Mp2g10940 	Mp2g10940 	Mp2g10940 	Mp2g10940 	
mRNA 	Mapoly0023s0061 	Mp2g10950 	Mp2g10950 	Mp2g10950 	Mp2g10950 	Mp2g10950 	
mRNA 	Mapoly0023s0062 	Mp2g10960 	Mp2g10960 	Mp2g10960 	Mp2g10960 	Mp2g10960 	
mRNA 	Mapoly0023s0063 	Mp2g10970 	Mp2g10970 	Mp2g10970 	Mp2g10970 	Mp2g10970 	
mRNA 	Mapoly0023s0064 	Mp2g10980 	Mp2g10980 	Mp2g10980 	Mp2g10980 	Mp2g10980 	
mRNA 	Mapoly0023s0065 	Mp2g10990 	Mp2g10990 	Mp2g10990 	Mp2g10990 	Mp2g10990 	
